$PMSBATV,090214.70,2,2,-0.34978,0.54042,29.26650,0.000,0.000,0.000,41.11267,0.000*65,,,
$GPGGA,090214.80,3542.296511851,N,13943.272241074,E,4,09,1.13,23.595,M,36.997,M,2.8,2107*44
$PMSBATV,090214.80,2,2,-0.34785,0.53594,29.26583,-0.000,-0.000,0.000,41.11267,0.000*62,,,
$GPGGA,090214.90,3542.296511909,N,13943.272241192,E,4,09,1.13,23.595,M,36.997,M,2.9,2107*41
$PMSBATV,090214.90,2,2,-0.34881,0.53461,29.26571,-0.000,-0.000,-0.000,41.11267,0.000*43,,,
$GPGGA,090215.00,3542.296511816,N,13943.272241101,E,4,09,1.13,23.595,M,36.997,M,3.0,2107*44
$PMSBATV,090215.00,2,2,-0.35282,0.54051,29.26510,0.000,-0.000,0.000,41.11267,0.000*44,,,
$GPGGA,090215.10,3542.296511888,N,13943.272240938,E,4,09,1.13,23.595,M,36.997,M,3.1,2107*40
$PMSBATV,090215.10,2,2,-0.34658,0.53728,29.26709,0.000,-0.000,0.000,41.11267,0.000*43,,,
$GPGGA,090215.20,3542.296511928,N,13943.272241050,E,4,09,1.13,23.595,M,36.997,M,3.2,2107*4D
$PMSBATV,090215.20,2,2,-0.34571,0.53336,29.26660,-0.000,0.000,0.000,41.11267,0.000*4D,,,
$GPGGA,090215.30,3542.296511891,N,13943.272240915,E,4,09,1.13,23.596,M,36.997,M,3.3,2107*44
$PMSBATV,090215.30,2,2,-0.35293,0.53309,29.26618,0.000,0.000,0.000,41.11267,0.000*68,,,
$GPGGA,090215.40,3542.296511765,N,13943.272240740,E,4,09,1.13,23.596,M,36.997,M,3.4,2107*4E
$PMSBATV,090215.40,2,2,-0.34963,0.53229,29.26552,0.000,-0.000,0.000,41.11267,0.000*49,,,
$GPGGA,090215.50,3542.296511728,N,13943.272240724,E,4,09,1.13,23.596,M,36.997,M,3.5,2107*45
$PMSBATV,090215.50,2,2,-0.34789,0.52492,29.26582,-0.000,0.000,0.000,41.11267,0.000*48,,,
$GPGGA,090215.60,3542.296511558,N,13943.272240707,E,4,09,1.13,23.597,M,36.997,M,3.6,2107*40
$PMSBATV,090215.60,2,2,-0.35513,0.52360,29.26537,-0.000,0.000,0.000,41.11267,0.000*4F,,,
$GPGGA,090215.70,3542.296511637,N,13943.272240770,E,4,09,1.13,23.597,M,36.997,M,3.7,2107*4A
$PMSBATV,090215.70,2,2,-0.35753,0.52953,29.26561,-0.000,-0.000,0.000,41.11267,0.000*6C,,,
$GPGGA,090215.80,3542.296511305,N,13943.272240624,E,4,09,1.13,23.597,M,36.997,M,3.8,2107*4E
$PMSBATV,090215.80,2,2,-0.35273,0.53107,29.26420,-0.000,-0.000,-0.000,41.11267,0.000*45,,,
$GPGGA,090215.90,3542.296511327,N,13943.272240503,E,4,09,1.13,23.598,M,36.997,M,3.9,2107*47
$PMSBATV,090215.90,2,2,-0.36120,0.52755,29.26513,-0.000,-0.000,-0.000,41.11267,0.000*43,,,
$GPGGA,090216.00,3542.296511268,N,13943.272240426,E,4,09,1.13,23.598,M,36.997,M,4.0,2107*4F
$PMSBATV,090216.00,2,2,-0.36149,0.52506,29.26501,0.000,-0.000,0.000,41.11267,0.000*41,,,
$GPGGA,090216.10,3542.296511193,N,13943.272240422,E,4,09,1.13,23.598,M,36.997,M,4.1,2107*4C
$PMSBATV,090216.10,2,2,-0.35379,0.53068,29.26807,0.001,-0.000,0.000,41.11267,0.000*44,,,
